time,ax,ay,az,aT
60.972,0.11,0.94,-0.27,0.99
60.975,0.31,0.95,-0.25,1.03
60.977,0.22,0.79,0.00,0.82
60.983,0.23,0.37,-0.19,0.47
60.987,0.31,0.66,-0.61,0.95
61.000,0.11,1.28,-0.25,1.31
61.001,0.14,0.42,-0.15,0.46
61.002,0.61,0.15,-0.44,0.77
61.007,0.09,0.49,-0.18,0.53
61.012,0.13,-0.53,-0.49,0.74
61.020,0.19,0.14,-0.63,0.68
61.026,-0.01,0.24,-0.17,0.29
61.027,0.19,-0.22,-0.24,0.38
61.033,0.20,-0.08,-0.20,0.30
61.038,0.21,-0.23,-0.10,0.33
61.047,0.25,0.09,-0.46,0.53
61.048,0.26,0.24,-0.42,0.54
61.055,0.27,0.17,-0.35,0.48
61.058,0.26,-0.01,-0.27,0.38
61.065,0.33,0.01,0.06,0.33
61.090,0.44,0.13,-0.13,0.48
61.091,0.34,0.12,-0.35,0.50
61.092,0.23,0.14,-0.43,0.51
61.093,0.25,0.01,-0.58,0.63
61.094,0.14,-0.12,-0.28,0.34
61.094,0.16,-0.07,-0.11,0.20
61.100,0.28,0.07,-0.20,0.35
61.103,0.24,0.13,-0.25,0.37
61.108,0.25,-0.02,-0.48,0.54
61.114,0.26,-0.15,-0.49,0.58
61.119,0.21,-0.09,-0.33,0.40
61.123,0.24,0.04,-0.26,0.36
61.128,0.32,0.20,-0.10,0.39
61.136,0.32,0.20,-0.14,0.40
61.140,0.29,-0.01,-0.30,0.41
61.144,0.24,-0.07,-0.39,0.46
61.149,0.23,-0.00,-0.47,0.53
61.155,0.24,0.13,-0.35,0.44
61.159,0.25,0.15,-0.23,0.37
61.164,0.28,0.01,-0.19,0.34
61.171,0.22,-0.08,-0.26,0.35
61.175,0.23,-0.07,-0.41,0.48
61.179,0.23,0.02,-0.50,0.55
61.184,0.23,0.08,-0.38,0.45
61.191,0.29,0.05,-0.25,0.39
61.194,0.31,0.01,-0.16,0.35
61.200,0.27,-0.02,-0.18,0.33
61.205,0.25,0.09,-0.36,0.44
61.210,0.25,0.19,-0.40,0.51
61.214,0.25,0.13,-0.40,0.49
61.221,0.28,0.03,-0.23,0.37
61.225,0.24,-0.03,-0.13,0.27
61.229,0.26,-0.01,-0.25,0.36
61.247,0.23,0.10,-0.38,0.46
61.248,0.25,0.05,-0.44,0.50
61.248,0.21,0.01,-0.38,0.43
61.248,0.28,-0.09,-0.25,0.38
61.255,0.27,-0.05,-0.16,0.32
61.260,0.30,0.04,-0.26,0.40
61.267,0.21,0.14,-0.33,0.42
61.270,0.25,0.07,-0.46,0.53
61.276,0.25,-0.02,-0.40,0.47
61.280,0.30,-0.02,-0.29,0.42
61.285,0.33,0.06,-0.25,0.42
61.289,0.30,0.15,-0.22,0.40
61.297,0.23,0.12,-0.29,0.39
61.301,0.21,-0.00,-0.37,0.43
61.308,0.22,-0.09,-0.40,0.46
61.312,0.28,0.04,-0.35,0.45
61.318,0.26,0.13,-0.11,0.31
61.321,0.28,0.06,-0.19,0.34
61.325,0.24,0.02,-0.28,0.37
61.330,0.21,-0.06,-0.30,0.37
61.338,0.17,-0.04,-0.39,0.43
61.341,0.26,0.08,-0.33,0.42
61.346,0.27,0.06,-0.24,0.37
61.353,0.27,0.07,-0.25,0.38
61.356,0.27,0.02,-0.27,0.38
61.360,0.24,-0.02,-0.31,0.39
61.385,0.23,0.03,-0.42,0.48
61.387,0.25,0.11,-0.35,0.44
61.387,0.28,0.05,-0.32,0.43
61.388,0.29,0.01,-0.23,0.37
61.389,0.21,-0.02,-0.19,0.29
61.392,0.27,0.00,-0.31,0.41
61.393,0.19,0.08,-0.41,0.46
61.400,0.25,0.01,-0.32,0.41
61.401,0.24,-0.01,-0.29,0.38
61.406,0.28,0.00,-0.23,0.36
61.411,0.30,0.04,-0.22,0.37
61.417,0.29,0.09,-0.33,0.45
61.422,0.26,0.09,-0.39,0.48
61.428,0.22,0.08,-0.36,0.43
61.433,0.25,0.03,-0.28,0.38
61.437,0.27,0.04,-0.24,0.36
61.442,0.27,0.05,-0.22,0.36
61.447,0.26,0.09,-0.26,0.38
61.453,0.25,0.05,-0.35,0.43
61.457,0.25,-0.02,-0.37,0.44
61.463,0.21,-0.04,-0.34,0.40
61.467,0.25,0.05,-0.26,0.37
61.473,0.26,0.08,-0.24,0.36
61.477,0.25,0.06,-0.24,0.35
61.486,0.25,0.03,-0.32,0.41
61.493,0.24,0.02,-0.34,0.42
61.494,0.22,0.02,-0.32,0.39
61.497,0.27,0.06,-0.23,0.36
61.517,0.31,0.06,-0.20,0.37
61.518,0.29,0.03,-0.24,0.38
61.519,0.26,0.00,-0.30,0.39
61.522,0.27,-0.01,-0.37,0.46
61.523,0.27,0.04,-0.33,0.43
61.529,0.25,0.09,-0.28,0.38
61.533,0.25,0.05,-0.28,0.37
61.538,0.25,-0.01,-0.24,0.35
61.543,0.25,-0.01,-0.25,0.35
61.550,0.27,0.03,-0.34,0.44
61.554,0.27,0.08,-0.37,0.46
61.559,0.26,0.04,-0.30,0.40
61.563,0.29,0.01,-0.24,0.37
61.568,0.26,0.03,-0.26,0.37
61.575,0.26,0.03,-0.30,0.40
61.579,0.28,0.06,-0.33,0.44
61.585,0.24,0.08,-0.37,0.44
61.589,0.26,0.07,-0.29,0.40
61.594,0.27,0.03,-0.24,0.36
61.598,0.24,0.04,-0.25,0.35
61.604,0.26,0.06,-0.29,0.39
61.609,0.21,0.04,-0.36,0.42
61.618,0.19,0.01,-0.37,0.41
61.619,0.22,-0.01,-0.33,0.39
61.624,0.26,-0.02,-0.25,0.36
61.629,0.25,0.04,-0.21,0.33
61.651,0.25,0.08,-0.28,0.39
61.652,0.23,0.06,-0.31,0.39
61.653,0.23,0.04,-0.36,0.43
61.654,0.22,0.01,-0.37,0.43
61.654,0.23,0.05,-0.34,0.42
61.659,0.26,0.06,-0.27,0.38
61.666,0.27,0.03,-0.23,0.36
61.669,0.28,0.01,-0.29,0.40
61.675,0.27,-0.01,-0.37,0.46
61.682,0.25,0.03,-0.34,0.42
61.686,0.25,0.07,-0.27,0.37
61.690,0.29,0.08,-0.25,0.39
61.695,0.27,0.03,-0.23,0.36
61.701,0.26,-0.00,-0.27,0.38
61.705,0.22,0.01,-0.33,0.40
61.710,0.22,0.06,-0.33,0.40
61.714,0.26,0.07,-0.32,0.42
61.720,0.27,0.04,-0.28,0.39
61.725,0.24,0.01,-0.21,0.32
61.733,0.27,0.02,-0.28,0.38
61.734,0.23,0.05,-0.33,0.40
61.741,0.29,0.05,-0.37,0.47
61.745,0.26,0.02,-0.30,0.40
61.752,0.25,0.03,-0.29,0.38
61.756,0.28,0.01,-0.23,0.36
61.760,0.27,0.06,-0.23,0.36
61.766,0.27,0.04,-0.35,0.45
61.769,0.24,0.07,-0.35,0.43
61.776,0.22,0.07,-0.33,0.40
61.803,0.29,-0.01,-0.29,0.41
61.804,0.25,0.02,-0.20,0.32
61.805,0.27,0.01,-0.33,0.43
61.805,0.24,0.05,-0.32,0.41
61.806,0.24,0.06,-0.34,0.42
61.807,0.23,0.05,-0.34,0.41
61.811,0.27,0.03,-0.29,0.40
61.820,0.26,0.06,-0.28,0.39
61.823,0.25,0.04,-0.27,0.37
61.825,0.26,0.02,-0.31,0.41
61.833,0.21,-0.02,-0.32,0.38
61.837,0.28,0.01,-0.36,0.46
61.841,0.24,0.04,-0.30,0.38
61.848,0.28,0.03,-0.25,0.38
61.852,0.26,0.02,-0.28,0.38
61.853,0.31,0.04,-0.31,0.44
61.857,0.28,-0.01,-0.33,0.43
61.863,0.24,0.02,-0.36,0.43
61.867,0.24,0.05,-0.34,0.42
61.871,0.29,0.05,-0.30,0.42
61.877,0.27,0.05,-0.23,0.36
61.882,0.23,-0.01,-0.28,0.37
61.886,0.24,-0.01,-0.34,0.42
61.894,0.25,0.02,-0.35,0.43
61.909,0.26,0.02,-0.36,0.45
61.910,0.22,-0.00,-0.31,0.38
61.910,0.26,-0.01,-0.30,0.40
61.910,0.22,0.01,-0.30,0.37
61.917,0.22,0.05,-0.31,0.38
61.922,0.24,0.08,-0.34,0.42
61.927,0.24,0.05,-0.33,0.41
61.932,0.25,0.01,-0.29,0.38
61.937,0.28,0.02,-0.24,0.37
61.942,0.28,0.05,-0.25,0.38
61.947,0.27,0.04,-0.27,0.39
61.952,0.28,0.06,-0.32,0.43
61.958,0.25,0.05,-0.33,0.42
61.963,0.26,0.03,-0.30,0.40
61.970,0.27,0.02,-0.23,0.36
61.971,0.27,0.03,-0.24,0.36
61.980,0.28,0.05,-0.30,0.42
61.984,0.28,0.05,-0.31,0.42
61.988,0.26,0.04,-0.33,0.42
61.993,0.25,0.03,-0.34,0.42
62.000,0.28,0.04,-0.26,0.38
62.003,0.28,0.04,-0.24,0.37
62.007,0.26,0.02,-0.30,0.40
62.025,0.25,0.02,-0.31,0.40
62.026,0.70,-2.13,-0.31,2.26
62.027,0.79,-4.22,-0.11,4.30
62.028,-0.10,-2.49,0.41,2.53
62.034,-0.22,-2.07,0.10,2.08
62.039,0.40,-3.35,-1.00,3.52
62.043,0.23,-2.41,-1.14,2.68
62.052,0.22,-2.11,-0.63,2.21
62.053,0.61,-3.39,-0.11,3.44
62.058,-0.09,-2.96,0.39,2.99
62.064,-0.45,-2.77,-0.14,2.81
62.068,-0.44,-1.30,-0.94,1.66
62.074,-0.53,2.15,-0.91,2.40
62.079,1.01,1.35,-0.87,1.90
62.084,0.93,1.04,-0.09,1.40
62.089,0.36,1.58,1.07,1.94
62.096,0.64,-0.77,0.34,1.06
62.100,0.31,0.14,-0.67,0.75
62.105,-0.02,1.63,-0.70,1.78
62.110,0.81,1.43,-0.74,1.81
62.114,1.07,2.73,-0.16,2.94
62.120,0.30,0.83,1.09,1.40
62.124,0.33,-0.94,0.34,1.05
62.132,-0.47,-0.57,-1.10,1.32
62.136,-0.40,-0.07,-1.19,1.25
62.139,-0.06,0.44,-1.51,1.58
62.164,0.04,0.46,-0.43,0.63
62.165,0.14,0.94,1.02,1.39
62.166,-0.20,0.56,0.65,0.88
62.167,-0.10,-0.72,-0.13,0.74
62.168,-0.09,-0.14,-1.05,1.06
62.172,0.44,1.81,-1.73,2.54
62.176,1.05,0.68,-0.48,1.34
62.180,1.02,0.63,0.75,1.42
62.185,0.75,0.71,1.12,1.53
62.190,0.29,0.06,0.52,0.60
62.196,-0.29,1.31,-1.47,1.99
62.201,-0.42,0.94,-1.18,1.56
62.205,0.24,1.37,-0.96,1.69
62.212,0.16,1.33,0.57,1.45
62.216,0.54,-0.59,1.58,1.77
62.221,0.15,-0.59,-0.49,0.78
62.226,-0.42,0.25,-1.17,1.26
62.231,-0.08,-0.20,-1.85,1.86
62.236,0.02,0.86,-1.59,1.80
62.240,0.20,0.70,0.87,1.14
62.247,0.83,1.05,1.16,1.78
62.251,0.22,1.03,0.71,1.27
62.257,0.02,-0.71,-0.06,0.71
62.264,0.16,0.56,-2.26,2.34
62.265,0.30,1.26,-1.16,1.74
62.273,0.69,0.11,0.47,0.84
62.274,0.62,0.80,0.62,1.18
62.300,0.56,-0.23,0.95,1.12
62.301,-0.06,1.78,-0.60,1.88
62.301,-0.99,4.98,-1.67,5.34
62.303,0.31,3.19,-1.36,3.49
62.303,0.52,3.70,-0.32,3.75
62.307,-0.11,3.91,0.97,4.03
62.311,0.51,1.92,0.43,2.03
62.317,-0.10,2.73,-0.74,2.83
62.317,-0.38,3.76,-0.60,3.83
62.321,0.28,3.73,-0.84,3.84
62.326,0.56,5.26,-0.49,5.32
62.331,0.83,2.40,0.85,2.68
62.337,1.46,-0.85,0.73,1.84
62.342,-0.15,-0.54,-0.03,0.56
62.348,0.14,-0.75,-0.89,1.17
62.352,0.46,0.39,-1.69,1.80
62.357,0.34,0.70,-0.98,1.25
62.362,0.17,0.18,0.48,0.54
62.367,-0.17,-0.03,0.50,0.53
62.372,-0.81,-0.75,0.21,1.12
62.378,-0.98,-1.17,-0.77,1.71
62.383,-0.42,-0.35,-1.52,1.61
62.388,0.11,0.57,-0.74,0.94
62.394,0.78,0.93,0.26,1.24
62.400,0.98,0.16,0.54,1.13
62.403,0.49,-0.35,0.37,0.71
62.408,0.30,0.35,-0.67,0.81
62.416,0.30,0.60,-1.21,1.38
62.417,0.44,0.67,-0.52,0.96
62.423,0.71,1.30,0.21,1.50
62.430,0.57,1.28,0.81,1.62
62.434,0.08,0.31,0.59,0.67
62.438,-0.38,-0.73,-0.58,1.01
62.464,-0.45,-0.52,-1.32,1.49
62.465,-0.13,0.19,-1.15,1.17
62.466,0.21,-0.12,-0.21,0.32
62.467,0.30,-0.53,0.58,0.85
62.467,0.15,-0.30,0.31,0.46
62.468,-0.13,-0.09,-0.54,0.56
62.474,-0.21,-0.15,-1.17,1.20
62.480,0.03,0.03,-1.04,1.04
62.483,0.39,0.72,-0.14,0.83
62.489,0.64,0.99,0.72,1.38
62.493,0.48,0.22,0.72,0.89
62.499,0.13,-0.17,-0.15,0.26
62.503,0.01,0.39,-1.05,1.12
62.511,0.15,0.62,-1.18,1.34
62.515,0.38,0.36,-0.33,0.62
62.519,0.56,0.24,0.59,0.85
62.524,0.44,0.18,0.59,0.75
62.528,-0.06,-0.19,-0.23,0.30
62.534,-0.37,-0.56,-1.13,1.31
62.539,-0.34,-0.23,-1.23,1.30
62.545,-0.04,0.29,-0.54,0.61
62.548,0.25,0.31,0.41,0.57
62.556,0.23,0.02,0.81,0.85
62.578,0.16,-0.01,0.02,0.16
62.578,0.03,0.18,-1.00,1.02
62.579,0.05,0.19,-1.28,1.30
62.580,0.41,0.24,-0.70,0.85
62.580,0.68,0.46,0.34,0.89
62.584,0.63,0.47,0.76,1.09
62.589,0.32,0.07,0.16,0.37
62.595,-0.13,-0.08,-0.80,0.81
62.599,-0.29,0.21,-1.20,1.25
62.604,-0.04,0.35,-0.80,0.88
62.609,0.16,0.23,0.22,0.36
62.614,0.31,0.09,0.71,0.78
62.620,0.13,-0.10,0.29,0.33
62.625,-0.15,-0.22,-0.74,0.78
62.629,-0.11,-0.25,-1.33,1.35
62.634,0.08,0.06,-0.95,0.96
62.641,0.44,0.30,-0.04,0.53
62.645,0.55,0.34,0.69,0.95
62.650,0.32,0.24,0.47,0.62
62.655,0.03,0.14,-0.53,0.55
62.659,-0.12,0.26,-1.16,1.20
62.665,0.00,0.30,-0.92,0.97
62.670,0.23,0.38,-0.13,0.46
62.689,0.48,0.35,0.60,0.84
62.690,0.38,0.12,0.51,0.65
62.690,0.12,-0.20,-0.44,0.49
62.691,-0.14,-0.21,-1.22,1.24
62.695,-0.06,0.00,-1.11,1.11
62.701,0.09,0.10,-0.28,0.31
62.706,0.29,0.13,0.60,0.68
62.712,0.23,0.17,0.60,0.66
62.715,0.07,0.13,-0.27,0.31
62.721,-0.13,0.02,-1.02,1.03
62.727,-0.06,0.14,-1.02,1.03
62.731,0.18,0.27,-0.33,0.46
62.737,0.47,0.34,0.43,0.72
62.741,0.53,0.19,0.48,0.74
62.747,0.29,0.10,-0.19,0.36
62.751,0.03,0.07,-0.93,0.93
62.759,0.01,0.11,-1.08,1.09
62.762,0.06,0.13,-0.44,0.47
62.767,0.28,0.17,0.35,0.48
62.770,0.26,0.24,0.47,0.59
62.779,0.10,0.07,-0.07,0.15
62.782,-0.15,0.01,-0.86,0.88
62.783,-0.11,-0.00,-1.03,1.03
62.787,0.15,0.11,-0.52,0.55
62.809,0.32,0.17,0.18,0.40
62.810,0.42,0.14,0.39,0.59
62.811,0.24,0.20,-0.04,0.31
62.812,0.09,0.19,-0.73,0.76
62.812,0.01,0.17,-0.94,0.96
62.817,0.10,0.17,-0.51,0.54
62.822,0.23,0.26,0.12,0.36
62.829,0.27,0.31,0.38,0.56
62.832,0.17,0.20,-0.00,0.26
62.837,0.02,0.06,-0.64,0.64
62.843,0.02,0.02,-0.94,0.94
62.847,0.09,0.03,-0.63,0.64
62.853,0.26,0.04,-0.02,0.27
62.857,0.32,0.09,0.28,0.44
62.863,0.21,0.16,-0.03,0.27
62.868,0.07,0.14,-0.59,0.61
62.874,-0.04,0.09,-0.88,0.89
62.878,0.01,0.14,-0.60,0.62
62.883,0.19,0.21,-0.07,0.29
62.888,0.27,0.24,0.33,0.49
62.895,0.30,0.19,0.12,0.37
62.898,0.17,0.14,-0.49,0.54
62.904,0.05,0.10,-0.85,0.85
62.930,0.06,0.08,-0.69,0.70
62.931,0.18,0.11,-0.15,0.26
62.932,0.28,0.15,0.25,0.41
62.933,0.22,0.17,0.10,0.29
62.934,0.07,0.12,-0.40,0.42
62.934,-0.07,0.08,-0.78,0.79
62.938,-0.04,0.09,-0.68,0.68
62.945,0.14,0.13,-0.18,0.26
62.948,0.27,0.14,0.19,0.36
62.953,0.29,0.14,0.09,0.33
62.959,0.16,0.15,-0.38,0.44
62.963,0.07,0.12,-0.77,0.78
62.969,0.09,0.08,-0.70,0.71
62.973,0.17,0.12,-0.28,0.35
62.979,0.27,0.21,0.13,0.37
62.984,0.25,0.21,0.15,0.36
62.990,0.13,0.15,-0.27,0.33
62.995,0.03,0.14,-0.68,0.69
62.999,0.03,0.12,-0.68,0.69
63.004,0.13,0.10,-0.31,0.35
63.010,0.25,0.10,0.05,0.27
63.014,0.24,0.12,0.14,0.30
63.019,0.16,0.15,-0.19,0.29
63.026,0.11,0.10,-0.61,0.62
63.030,0.11,0.12,-0.69,0.71
63.037,0.14,0.16,-0.36,0.42
63.054,0.22,0.18,0.06,0.29
63.055,0.22,0.20,0.19,0.35
63.056,0.14,0.17,-0.15,0.26
63.057,0.03,0.13,-0.62,0.64
63.058,0.01,0.06,-0.67,0.67
63.065,0.10,0.05,-0.45,0.47
63.069,0.23,0.12,-0.04,0.27
63.075,0.25,0.15,0.11,0.31
63.079,0.24,0.14,-0.12,0.30
63.087,0.09,0.10,-0.55,0.56
63.091,0.05,0.10,-0.72,0.73
63.095,0.07,0.10,-0.48,0.50
63.102,0.20,0.12,-0.04,0.24
63.106,0.27,0.16,0.14,0.34
63.110,0.20,0.17,-0.08,0.28
63.116,0.07,0.17,-0.46,0.50
63.120,0.05,0.11,-0.74,0.75
63.127,0.08,0.11,-0.49,0.51
63.130,0.20,0.13,-0.08,0.25
63.135,0.23,0.15,0.14,0.30
63.143,0.21,0.15,-0.04,0.26
63.146,0.10,0.13,-0.45,0.47
63.151,-0.03,0.08,-0.73,0.74
63.175,0.08,0.10,-0.53,0.54
63.176,0.15,0.15,-0.18,0.27
63.177,0.19,0.18,0.06,0.27
63.177,0.20,0.11,-0.05,0.24
63.178,0.05,0.14,-0.41,0.44
63.181,0.13,0.06,-0.66,0.67
63.187,0.10,0.10,-0.52,0.54
63.191,0.19,0.15,-0.24,0.34
63.196,0.21,0.19,0.07,0.29
63.202,0.22,0.18,-0.04,0.29
63.207,0.17,0.16,-0.43,0.49
63.211,0.05,0.09,-0.59,0.60
63.217,0.06,0.05,-0.51,0.52
63.222,0.12,0.12,-0.20,0.26
63.228,0.17,0.17,-0.02,0.24
63.231,0.20,0.16,-0.06,0.27
63.237,0.18,0.14,-0.34,0.41
63.242,0.07,0.10,-0.57,0.58
63.246,0.08,0.11,-0.49,0.51
63.247,0.12,0.12,-0.23,0.29
63.251,0.19,0.13,-0.01,0.23
63.255,0.26,0.18,-0.05,0.31
63.261,0.17,0.17,-0.25,0.35
63.266,0.09,0.15,-0.55,0.58
63.289,0.11,0.12,-0.51,0.53
63.290,0.16,0.12,-0.27,0.33
63.290,0.26,0.14,-0.08,0.31
63.291,0.25,0.16,-0.03,0.30
63.291,0.15,0.15,-0.24,0.32
63.297,0.12,0.13,-0.48,0.51
63.302,0.10,0.08,-0.50,0.51
63.308,0.10,0.12,-0.31,0.35
63.311,0.16,0.15,-0.11,0.24
63.317,0.19,0.21,-0.08,0.29
63.322,0.13,0.16,-0.25,0.32
63.327,0.07,0.15,-0.47,0.49
63.332,0.01,0.61,-0.54,0.82
63.337,-0.49,3.75,-0.27,3.79
63.344,0.16,4.47,-0.21,4.47
63.348,0.94,2.43,-0.46,2.65
63.355,0.12,2.78,-0.27,2.79
63.359,-0.34,2.85,-0.22,2.87
63.363,0.33,2.55,-0.90,2.72
63.368,0.18,3.54,-0.22,3.56
63.374,0.32,3.76,0.60,3.82
63.378,1.16,3.83,-0.10,4.01
63.383,0.63,2.80,0.02,2.87
63.390,0.84,-0.62,-0.34,1.10
63.393,0.32,-1.47,-0.85,1.73
63.400,-0.49,-0.31,-0.17,0.61
63.423,0.52,-0.82,-0.23,1.00
63.424,0.38,0.35,-0.50,0.72
63.425,-0.12,1.24,-0.15,1.25
63.425,-0.09,-0.40,-0.33,0.52
63.426,-0.83,-0.99,-0.58,1.42
63.429,-1.07,-1.53,-0.31,1.89
63.435,-0.43,-1.32,-0.62,1.52
63.440,0.15,0.86,-0.83,1.21
63.443,0.49,1.51,-0.05,1.58
63.449,0.74,0.96,0.18,1.23
63.454,0.52,-0.19,0.06,0.56
63.459,0.06,-1.26,0.08,1.27
63.463,0.10,-0.02,-0.65,0.66
63.471,0.42,0.88,-0.85,1.29
63.475,0.60,0.88,-0.11,1.07
63.480,0.54,1.41,0.10,1.51
63.484,0.28,-0.17,0.37,0.50
63.490,-0.36,-1.38,0.11,1.43
63.494,-0.93,-1.09,-0.51,1.52
63.499,-0.22,-1.03,-0.71,1.27
63.506,0.01,0.92,-0.98,1.34
63.510,-0.07,0.67,-0.19,0.70
63.516,0.43,-0.51,0.01,0.67
63.523,-0.10,0.10,-0.12,0.18
63.524,-0.21,-1.34,0.01,1.35
63.532,0.27,-0.81,-0.69,1.10
63.555,0.04,1.42,-0.74,1.60
63.556,0.85,0.72,-0.34,1.16
63.557,0.41,1.29,-0.01,1.35
63.558,0.03,0.48,0.34,0.59
63.558,0.02,-1.16,0.18,1.18
63.559,-0.21,-0.07,-0.58,0.62
63.566,0.17,-0.05,-0.46,0.50
63.570,0.54,0.23,-0.61,0.85
63.575,0.27,0.52,-0.03,0.59
63.581,0.23,-1.13,-0.01,1.16
63.587,-0.34,-0.37,-0.67,0.84
63.592,-0.45,-0.69,-0.29,0.87
63.596,0.07,-0.65,-1.04,1.22
63.604,-0.14,0.82,-0.31,0.89
63.605,0.90,-2.89,0.81,3.14
63.610,0.71,-2.93,0.27,3.03
63.616,-0.45,-2.54,0.90,2.73
63.622,-0.34,-4.39,-0.55,4.44
63.626,0.84,-3.05,-2.58,4.08
63.631,-0.22,-2.14,-0.73,2.27
63.638,0.40,-2.57,0.13,2.61
63.641,0.99,-3.44,0.48,3.61
63.647,-0.62,-3.57,1.01,3.76
63.650,-0.40,-4.19,-0.87,4.30
63.672,-1.86,1.42,-1.33,2.69
63.673,-0.47,1.53,-1.66,2.30
63.673,0.68,0.57,-0.96,1.31
63.674,0.60,2.09,1.20,2.48
63.676,0.73,-0.26,1.57,1.75
63.682,0.33,-0.76,0.15,0.84
63.686,-0.25,0.28,-0.79,0.87
63.692,0.39,1.07,-1.59,1.96
63.696,0.50,2.27,-1.23,2.62
63.702,0.71,1.83,0.81,2.13
63.710,0.75,0.64,1.43,1.74
63.711,-0.16,-0.44,0.68,0.82
63.712,-0.63,-0.27,-0.55,0.87
63.717,-0.84,-0.56,-1.89,2.14
63.722,-0.57,0.10,-1.80,1.89
63.727,-0.22,0.89,-0.44,1.01
63.732,0.02,0.53,0.86,1.01
63.738,-0.18,0.01,1.19,1.21
63.743,-0.31,-0.46,-0.15,0.57
63.747,-0.18,0.04,-1.52,1.53
63.752,0.17,0.82,-1.71,1.90
63.758,0.62,0.93,-0.68,1.31
63.762,0.84,0.68,0.87,1.39
63.769,0.63,0.59,1.27,1.54
63.774,0.09,0.45,0.25,0.53
63.779,-0.41,0.56,-1.00,1.22
63.782,-0.51,0.83,-1.42,1.73
63.789,-0.09,0.96,-0.73,1.21
63.794,0.30,0.87,0.59,1.09
63.797,0.25,-0.19,1.15,1.19
63.823,-0.01,-0.51,0.17,0.54
63.824,-0.28,-0.16,-1.36,1.40
63.825,-0.32,0.19,-2.11,2.15
63.825,-0.30,0.32,-1.24,1.32
63.826,0.03,0.44,0.31,0.53
63.830,0.43,0.80,1.28,1.57
63.835,0.27,0.50,1.06,1.21
63.839,-0.09,0.05,-0.37,0.39
63.843,-0.17,0.55,-1.71,1.80
63.849,0.00,1.13,-1.68,2.03
63.856,0.24,0.72,-0.27,0.81
63.857,0.47,0.18,1.21,1.32
63.863,0.48,0.34,1.34,1.46
63.870,0.14,0.48,0.05,0.51
63.874,-0.28,0.30,-1.50,1.56
63.878,-0.42,0.28,-1.98,2.04
63.886,-0.18,0.32,-1.01,1.07
63.889,0.06,0.10,0.55,0.57
63.894,0.13,0.03,1.31,1.32
63.901,0.04,0.45,0.47,0.65
63.902,-0.18,0.78,-0.95,1.24
63.909,-0.28,0.60,-1.63,1.76
63.913,-0.11,0.22,-1.18,1.21
63.921,0.28,0.20,0.14,0.37
63.926,0.67,0.56,1.07,1.38
63.929,0.60,0.61,0.69,1.10
63.949,0.11,0.55,-0.44,0.71
63.950,-0.23,0.52,-1.46,1.57
63.951,-0.33,0.31,-1.35,1.43
63.951,-0.20,0.18,-0.17,0.32
63.954,0.08,0.34,0.82,0.90
63.960,0.23,0.62,0.86,1.09
63.964,-0.01,0.49,-0.08,0.50
63.971,-0.26,0.06,-1.21,1.24
63.974,-0.30,-0.03,-1.52,1.55
63.980,-0.03,0.30,-0.75,0.81
63.984,0.28,0.57,0.35,0.73
63.989,0.43,0.56,0.97,1.20
63.994,0.29,0.65,0.31,0.77
64.000,-0.01,0.38,-0.74,0.83
64.004,-0.21,0.19,-1.29,1.32
64.010,-0.18,0.40,-0.93,1.03
64.017,0.10,0.72,0.09,0.73
64.020,0.27,0.68,0.86,1.13
64.024,0.19,0.38,0.61,0.74
64.031,-0.09,0.12,-0.38,0.41
64.038,-0.23,0.15,-1.32,1.35
64.041,-0.14,0.28,-1.38,1.42
64.048,0.04,0.39,-0.41,0.56
64.048,0.29,0.44,0.66,0.84
64.072,0.30,0.36,0.84,0.96
64.073,-0.05,0.27,-0.05,0.28
64.074,-0.22,0.34,-1.07,1.14
64.075,-0.16,0.65,-1.37,1.53
64.075,0.01,0.63,-0.55,0.83
64.080,0.27,0.43,0.50,0.71
64.087,0.42,0.34,0.98,1.12
64.091,0.19,0.35,0.17,0.43
64.097,-0.17,0.52,-0.97,1.11
64.101,-0.18,0.42,-1.43,1.50
64.105,-0.06,0.38,-0.93,1.00
64.111,0.08,0.28,0.34,0.45
64.115,0.28,0.22,0.89,0.95
64.121,0.12,0.47,0.38,0.62
64.126,-0.13,0.49,-0.61,0.79
64.133,-0.30,0.43,-1.33,1.43
64.137,-0.23,0.21,-1.04,1.09
64.141,0.02,0.25,-0.08,0.27
64.147,0.35,0.41,0.71,0.89
64.154,0.41,0.51,0.57,0.87
64.156,0.16,0.54,-0.28,0.63
64.161,-0.12,0.38,-1.12,1.19
64.169,-0.18,0.28,-1.12,1.17
64.172,-0.02,0.34,-0.43,0.54
64.173,0.20,0.51,0.42,0.69
64.207,0.23,0.59,0.63,0.90
64.208,0.03,0.42,0.11,0.43
64.209,-0.18,0.34,-0.79,0.88
64.209,-0.24,0.21,-1.09,1.14
64.210,-0.08,0.31,-0.81,0.87
64.211,0.12,0.50,0.11,0.53
64.212,0.32,0.52,0.56,0.83
64.212,0.24,0.41,0.24,0.53
64.219,0.01,0.28,-0.52,0.59
64.227,-0.17,0.32,-1.04,1.10
64.228,-0.14,0.46,-0.84,0.97
64.233,0.05,0.55,-0.13,0.57
64.237,0.19,0.48,0.49,0.71
64.242,0.14,0.37,0.47,0.62
64.249,0.00,0.34,-0.24,0.42
64.255,-0.13,0.35,-0.95,1.02
64.258,-0.14,0.43,-0.99,1.09
64.262,0.06,0.42,-0.43,0.60
